               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.03015,            0.025357,             0.01632,              0.6457,             0.28687,             0.35271,             0.19613,            0.019915,            0.019714,            0.008342,             0.13242,          0.00098711,          0.00098711
